,Actual,Prediction,Difference
722,8.96,8.11,0.8462981796264657
723,8.88,8.05,0.8347958374023445
724,8.8,7.96,0.8365409851074226
725,8.84,7.88,0.9620273971557616
726,8.8,7.8,1.001921463012696
727,8.8,7.72,1.0799773216247566
728,8.76,7.65,1.112227210998535
729,8.76,7.59,1.1734464263916013
730,8.92,7.53,1.385102195739746
731,8.88,7.5,1.3801921653747566
732,8.84,7.49,1.3519056701660155
733,8.8,7.49,1.3125989913940437
734,8.76,7.5,1.2567498779296873
735,8.68,7.53,1.146546535491943
736,8.64,7.58,1.0616837882995611
737,8.64,7.64,1.0023471260070806
738,8.56,7.7,0.8606267547607427
739,8.52,7.77,0.7534337234497066
740,8.48,7.85,0.634561042785645
741,8.4,7.94,0.459696197509766
742,8.36,8.05,0.3078282928466791
743,8.32,8.17,0.15164787292480497
744,8.36,8.28,0.0799497222900385
745,8.32,8.38,-0.0618340301513669
746,8.32,8.48,-0.1563479232788083
747,8.4,8.57,-0.16794452667236293
748,8.36,8.62,-0.26275123596191463
749,8.44,8.62,-0.1830792999267583
750,8.36,8.59,-0.22559989929199276
751,8.32,8.54,-0.2154452133178708
752,8.28,8.5,-0.2197053146362311
753,8.28,8.48,-0.20167037963867251
754,8.32,8.48,-0.15534656524658175
755,8.2,8.48,-0.2834423065185554
756,8.16,8.49,-0.3336122894287108
757,8.08,8.5,-0.42290107727050774
758,8.0,8.51,-0.5120439529418945
759,7.92,8.51,-0.5920687484741212
760,7.92,8.5,-0.5848055648803712
761,7.92,8.49,-0.5700188446044923
762,7.84,8.46,-0.622230682373047
763,7.88,8.42,-0.5368920516967775
764,7.88,8.36,-0.4828988265991212
765,7.84,8.31,-0.47158542633056655
766,7.92,8.26,-0.3413840103149415
767,7.96,8.22,-0.2579374694824219
768,7.88,8.19,-0.307272071838379
769,7.88,8.16,-0.2825995635986329
770,7.88,8.15,-0.2654477310180665
771,7.88,8.13,-0.25373565673828136
772,7.88,8.13,-0.2499123764038087
773,7.88,8.14,-0.25663387298583995
774,7.88,8.14,-0.26457130432128917
775,7.92,8.15,-0.23384769439697273
776,8.04,8.16,-0.12198348999023523
777,8.12,8.16,-0.04119194030761797
778,8.12,8.16,-0.03540790557861406
779,8.16,8.14,0.02443614959716811
780,8.24,8.11,0.1319944763183596
781,8.36,8.08,0.2826598739624018
782,8.48,8.05,0.43326709747314496
783,8.32,8.02,0.2965777587890628
784,8.28,8.01,0.2717783737182611
785,8.36,7.99,0.3659728622436518
786,8.44,7.97,0.46668142318725536
787,8.64,7.95,0.6883884811401373
788,8.64,7.94,0.7029396438598638
789,8.64,7.92,0.7198120498657232
790,8.76,7.9,0.8604886627197263
791,8.68,7.88,0.8032624053955075
792,8.68,7.85,0.825642280578613
793,8.8,7.83,0.9707577705383308
794,8.68,7.81,0.8717905807495114
795,8.72,7.78,0.9366748046875006
796,8.68,7.76,0.9247953224182126
797,8.6,7.73,0.8727379798889157
798,8.6,7.71,0.891769981384277
799,8.56,7.7,0.8597202873229985
800,8.52,7.7,0.8229694557189937
801,8.4,7.69,0.7090333938598636
802,8.36,7.68,0.683450088500976
803,8.4,7.66,0.74372091293335
804,8.32,7.63,0.6850879859924319
805,8.32,7.61,0.7084806632995608
806,8.24,7.57,0.6716840171813967
807,8.2,7.5,0.7007934570312493
808,8.44,7.4,1.0448655509948725
809,8.48,7.26,1.2234291839599614
810,8.44,7.09,1.3502869033813472
811,8.36,6.91,1.451485977172851
812,8.2,6.73,1.4727775573730462
813,8.24,6.56,1.682903518676758
814,8.16,6.41,1.7545796966552736
815,8.12,6.28,1.8442107391357414
816,8.16,6.17,1.9910985565185548
817,8.12,6.08,2.0416637611389152
818,8.12,6.0,2.1182309341430656
819,8.16,5.93,2.2267519569396974
820,8.08,5.87,2.2077294158935548
821,8.04,5.81,2.225027599334716
822,8.12,5.77,2.3471313667297355
823,8.2,5.74,2.456901264190673
824,8.08,5.72,2.356524066925049
825,8.04,5.71,2.327869453430175
826,8.08,5.7,2.377748565673828
827,8.04,5.69,2.3526773834228507
828,7.96,5.67,2.29174467086792
829,8.04,5.65,2.386444606781005
830,7.92,5.64,2.278654975891113
831,7.92,5.63,2.2931446266174316
832,7.88,5.61,2.2740439224243163
833,7.88,5.58,2.303598766326904
834,7.92,5.54,2.382132930755615
835,7.84,5.49,2.3485163116455077
836,7.8,5.44,2.3607409477233885
837,7.8,5.38,2.42152099609375
838,7.76,5.31,2.4534876441955564
839,7.84,5.23,2.6124089622497557
840,7.76,5.15,2.612205753326416
841,7.6,5.07,2.5274520874023434
842,7.52,5.0,2.519404430389404
843,7.32,4.93,2.3859470558166507
844,7.2,4.88,2.3244392395019533
845,7.12,4.83,2.293022747039795
846,7.08,4.79,2.2909827995300294
847,6.96,4.76,2.203669033050537
848,6.84,4.73,2.112038459777832
849,6.84,4.7,2.1354583168029784
850,6.76,4.69,2.0731570816040037
851,6.68,4.68,2.0047971534729
852,6.56,4.66,1.8956299400329586
853,6.52,4.65,1.871251125335693
854,6.36,4.63,1.730388984680176
855,6.36,4.61,1.7495735740661624
856,6.24,4.59,1.6505386734008791
857,6.24,4.57,1.6709959411621096
858,6.08,4.55,1.5329194831848145
859,6.0,4.53,1.4739165306091309
860,5.96,4.51,1.4507736778259277
861,5.88,4.5,1.381084804534912
862,5.8,4.5,1.303733158111572
863,5.72,4.51,1.2137386512756345
864,5.68,4.53,1.1470591354370114
865,5.6,4.57,1.0323792457580563
866,5.64,4.6,1.0357147598266598
867,5.6,4.64,0.9557338714599606
868,5.64,4.69,0.954554691314697
869,5.64,4.72,0.915130748748779
870,5.64,4.76,0.8799353981018063
871,5.6,4.79,0.8054419517517086
872,5.52,4.83,0.6923599433898922
873,5.44,4.86,0.582668724060059
874,5.4,4.88,0.5181321144104007
875,5.36,4.91,0.45468269348144563
876,5.32,4.93,0.38754207611084013
877,5.28,4.97,0.31341531753540064
878,5.24,5.01,0.2310106658935549
